ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Product Form,Meta: _yoast_wpseo_primary_product_cat,Meta: _yoast_wpseo_content_score
,simple,YPB-GH-020,Humanin (10mg),1,0,visible,Premium lyophilized Humanin (10mg) for advanced general health research applications.,Premium lyophilized Humanin (10mg) for advanced general health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,95,General Health,"peptides, research chemicals, general health, 10mg, wellness research, cellular health, longevity studies, metabolic health, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,68,Vial,General Health,90
,simple,YPB-GH-021,SAHM1 (5mg),1,0,visible,Premium lyophilized SAHM1 (5mg) for advanced general health research applications.,Premium lyophilized SAHM1 (5mg) for advanced general health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,95,General Health,"peptides, research chemicals, general health, sahm1, 5mg, wellness research, cellular health, longevity studies, metabolic health, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,69,Vial,General Health,90
,simple,YPB-GLP-001,GLP-1 (3mg),1,0,visible,Premium lyophilized GLP-1 (3mg) for advanced glp-1 peptides research applications.,Premium lyophilized GLP-1 (3mg) for advanced glp-1 peptides research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,245,GLP-1 Peptides,"peptides, research chemicals, glp-1 peptides, glp-1, 3mg, weight loss research, diabetes studies, metabolic peptides, appetite control, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,70,Vial,GLP-1 Peptides,90
,simple,YPB-GLP-002,GLP-1 (5mg),1,0,visible,Premium lyophilized GLP-1 (5mg) for advanced glp-1 peptides research applications.,Premium lyophilized GLP-1 (5mg) for advanced glp-1 peptides research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,245,GLP-1 Peptides,"peptides, research chemicals, glp-1 peptides, glp-1, 5mg, weight loss research, diabetes studies, metabolic peptides, appetite control, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,71,Vial,GLP-1 Peptides,90
,simple,YPB-GLP-003,GLP-1 (10mg),1,0,visible,Premium lyophilized GLP-1 (10mg) for advanced glp-1 peptides research applications.,Premium lyophilized GLP-1 (10mg) for advanced glp-1 peptides research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,245,GLP-1 Peptides,"peptides, research chemicals, glp-1 peptides, glp-1, 10mg, weight loss research, diabetes studies, metabolic peptides, appetite control, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,72,Vial,GLP-1 Peptides,90
,simple,YPB-GLP-004,Semaglutide (3mg),1,0,visible,Premium lyophilized Semaglutide (3mg) for advanced glp-1 peptides research applications.,Premium lyophilized Semaglutide (3mg) for advanced glp-1 peptides research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,245,GLP-1 Peptides,"peptides, research chemicals, glp-1 peptides, 3mg, weight loss research, diabetes studies, metabolic peptides, appetite control, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,73,Vial,GLP-1 Peptides,90
,simple,YPB-GLP-005,Semaglutide (5mg),1,0,visible,Premium lyophilized Semaglutide (5mg) for advanced glp-1 peptides research applications.,Premium lyophilized Semaglutide (5mg) for advanced glp-1 peptides research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,245,GLP-1 Peptides,"peptides, research chemicals, glp-1 peptides, 5mg, weight loss research, diabetes studies, metabolic peptides, appetite control, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,74,Vial,GLP-1 Peptides,90
,simple,YPB-GLP-006,Semaglutide (10mg),1,0,visible,Premium lyophilized Semaglutide (10mg) for advanced glp-1 peptides research applications.,Premium lyophilized Semaglutide (10mg) for advanced glp-1 peptides research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,245,GLP-1 Peptides,"peptides, research chemicals, glp-1 peptides, 10mg, weight loss research, diabetes studies, metabolic peptides, appetite control, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,75,Vial,GLP-1 Peptides,90
,simple,YPB-GLP-007,Tirzepatide (5mg),1,0,visible,Premium lyophilized Tirzepatide (5mg) for advanced glp-1 peptides research applications.,Premium lyophilized Tirzepatide (5mg) for advanced glp-1 peptides research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,245,GLP-1 Peptides,"peptides, research chemicals, glp-1 peptides, 5mg, weight loss research, diabetes studies, metabolic peptides, appetite control, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,76,Vial,GLP-1 Peptides,90
,simple,YPB-GLP-008,Tirzepatide (10mg),1,0,visible,Premium lyophilized Tirzepatide (10mg) for advanced glp-1 peptides research applications.,Premium lyophilized Tirzepatide (10mg) for advanced glp-1 peptides research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,245,GLP-1 Peptides,"peptides, research chemicals, glp-1 peptides, 10mg, weight loss research, diabetes studies, metabolic peptides, appetite control, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,77,Vial,GLP-1 Peptides,90
,simple,YPB-GLP-009,Tirzepatide (15mg),1,0,visible,Premium lyophilized Tirzepatide (15mg) for advanced glp-1 peptides research applications.,Premium lyophilized Tirzepatide (15mg) for advanced glp-1 peptides research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,318.5,GLP-1 Peptides,"peptides, research chemicals, glp-1 peptides, 15mg, weight loss research, diabetes studies, metabolic peptides, appetite control, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,78,Vial,GLP-1 Peptides,90
,simple,YPB-GLP-010,Retatrutide (5mg),1,0,visible,Premium lyophilized Retatrutide (5mg) for advanced glp-1 peptides research applications.,Premium lyophilized Retatrutide (5mg) for advanced glp-1 peptides research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,245,GLP-1 Peptides,"peptides, research chemicals, glp-1 peptides, 5mg, weight loss research, diabetes studies, metabolic peptides, appetite control, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,79,Vial,GLP-1 Peptides,90
,simple,YPB-GLP-011,Retatrutide (10mg),1,0,visible,Premium lyophilized Retatrutide (10mg) for advanced glp-1 peptides research applications.,Premium lyophilized Retatrutide (10mg) for advanced glp-1 peptides research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,245,GLP-1 Peptides,"peptides, research chemicals, glp-1 peptides, 10mg, weight loss research, diabetes studies, metabolic peptides, appetite control, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,80,Vial,GLP-1 Peptides,90
,simple,YPB-GLP-012,GLP-1 S (3mg) x 30 Tablets,1,0,visible,Research-grade GLP-1 S (3mg) x 30 Tablets in convenient tablet form for glp-1 peptides studies.,Research-grade GLP-1 S (3mg) x 30 Tablets in convenient tablet form for glp-1 peptides studies. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,281.75,GLP-1 Peptides,"peptides, research chemicals, glp-1 peptides, glp-1 s, 3mg, weight loss research, diabetes studies, metabolic peptides, appetite control, oral peptides, tablet form, convenient dosing",,,,,,,,,,,81,Tablet,GLP-1 Peptides,90
,simple,YPB-GLP-013,GLP-1 S (5mg) / SLU-PP-332 (1mg) x 30 Tablets,1,0,visible,Research-grade GLP-1 S (5mg) / SLU-PP-332 (1mg) x 30 Tablets in convenient tablet form for glp-1 peptides studies.,Research-grade GLP-1 S (5mg) / SLU-PP-332 (1mg) x 30 Tablets in convenient tablet form for glp-1 peptides studies. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,281.75,GLP-1 Peptides,"peptides, research chemicals, glp-1 peptides, glp-1 s, slu-pp-332, 5mg, 1mg, weight loss research, diabetes studies, metabolic peptides, appetite control, oral peptides, tablet form, convenient dosing",,,,,,,,,,,82,Tablet,GLP-1 Peptides,90
,simple,YPB-GLP-014,GLP-1 S (5mg) / Tesofensine (500mcg) x 30 Tablets,1,0,visible,Research-grade GLP-1 S (5mg) / Tesofensine (500mcg) x 30 Tablets in convenient tablet form for glp-1 peptides studies.,Research-grade GLP-1 S (5mg) / Tesofensine (500mcg) x 30 Tablets in convenient tablet form for glp-1 peptides studies. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,225.4,GLP-1 Peptides,"peptides, research chemicals, glp-1 peptides, glp-1 s, 5mg, 500mg, weight loss research, diabetes studies, metabolic peptides, appetite control, oral peptides, tablet form, convenient dosing",,,,,,,,,,,83,Tablet,GLP-1 Peptides,90
,simple,YPB-GLP-015,Liraglutide (3mg),1,0,visible,Premium lyophilized Liraglutide (3mg) for advanced glp-1 peptides research applications.,Premium lyophilized Liraglutide (3mg) for advanced glp-1 peptides research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,245,GLP-1 Peptides,"peptides, research chemicals, glp-1 peptides, 3mg, weight loss research, diabetes studies, metabolic peptides, appetite control, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,84,Vial,GLP-1 Peptides,90
,simple,YPB-GLP-016,Dulaglutide (1.5mg),1,0,visible,Premium lyophilized Dulaglutide (1.5mg) for advanced glp-1 peptides research applications.,Premium lyophilized Dulaglutide (1.5mg) for advanced glp-1 peptides research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,245,GLP-1 Peptides,"peptides, research chemicals, glp-1 peptides, 1.5mg, weight loss research, diabetes studies, metabolic peptides, appetite control, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,85,Vial,GLP-1 Peptides,90
,simple,YPB-GLP-017,Exenatide (5mcg),1,0,visible,Premium lyophilized Exenatide (5mcg) for advanced glp-1 peptides research applications.,Premium lyophilized Exenatide (5mcg) for advanced glp-1 peptides research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,245,GLP-1 Peptides,"peptides, research chemicals, glp-1 peptides, 5mg, weight loss research, diabetes studies, metabolic peptides, appetite control, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,86,Vial,GLP-1 Peptides,90
,simple,YPB-REC-001,BPC-157 (5mg),1,0,visible,Premium lyophilized BPC-157 (5mg) for advanced recovery research applications.,Premium lyophilized BPC-157 (5mg) for advanced recovery research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,115,Recovery,"peptides, research chemicals, recovery, bpc-157, 5mg, tissue repair, healing peptides, regenerative medicine, injury recovery, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,87,Vial,Recovery,90
,simple,YPB-REC-002,BPC-157 (10mg),1,0,visible,Premium lyophilized BPC-157 (10mg) for advanced recovery research applications.,Premium lyophilized BPC-157 (10mg) for advanced recovery research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,115,Recovery,"peptides, research chemicals, recovery, bpc-157, 10mg, tissue repair, healing peptides, regenerative medicine, injury recovery, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,88,Vial,Recovery,90
,simple,YPB-REC-003,TB-500 (5mg),1,0,visible,Premium lyophilized TB-500 (5mg) for advanced recovery research applications.,Premium lyophilized TB-500 (5mg) for advanced recovery research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,115,Recovery,"peptides, research chemicals, recovery, tb-500, 5mg, tissue repair, healing peptides, regenerative medicine, injury recovery, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,89,Vial,Recovery,90
,simple,YPB-REC-004,TB-500 (10mg),1,0,visible,Premium lyophilized TB-500 (10mg) for advanced recovery research applications.,Premium lyophilized TB-500 (10mg) for advanced recovery research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,115,Recovery,"peptides, research chemicals, recovery, tb-500, 10mg, tissue repair, healing peptides, regenerative medicine, injury recovery, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,90,Vial,Recovery,90
,simple,YPB-REC-005,GHK-Cu (50mg),1,0,visible,Premium lyophilized GHK-Cu (50mg) for advanced recovery research applications.,Premium lyophilized GHK-Cu (50mg) for advanced recovery research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,207.0,Recovery,"peptides, research chemicals, recovery, ghk-c, 50mg, tissue repair, healing peptides, regenerative medicine, injury recovery, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,91,Vial,Recovery,90
,simple,YPB-REC-006,GHK-Cu (100mg),1,0,visible,Premium lyophilized GHK-Cu (100mg) for advanced recovery research applications.,Premium lyophilized GHK-Cu (100mg) for advanced recovery research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,207.0,Recovery,"peptides, research chemicals, recovery, ghk-c, 100mg, tissue repair, healing peptides, regenerative medicine, injury recovery, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,92,Vial,Recovery,90
,simple,YPB-REC-007,KPV (10mg),1,0,visible,Premium lyophilized KPV (10mg) for advanced recovery research applications.,Premium lyophilized KPV (10mg) for advanced recovery research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,115,Recovery,"peptides, research chemicals, recovery, kpv, 10mg, tissue repair, healing peptides, regenerative medicine, injury recovery, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,93,Vial,Recovery,90
,simple,YPB-REC-008,Thymosin Alpha-1 (10mg),1,0,visible,Premium lyophilized Thymosin Alpha-1 (10mg) for advanced recovery research applications.,Premium lyophilized Thymosin Alpha-1 (10mg) for advanced recovery research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,115,Recovery,"peptides, research chemicals, recovery, 10mg, tissue repair, healing peptides, regenerative medicine, injury recovery, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,94,Vial,Recovery,90
,simple,YPB-REC-009,Thymosin Beta-4 (5mg),1,0,visible,Premium lyophilized Thymosin Beta-4 (5mg) for advanced recovery research applications.,Premium lyophilized Thymosin Beta-4 (5mg) for advanced recovery research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,115,Recovery,"peptides, research chemicals, recovery, 5mg, tissue repair, healing peptides, regenerative medicine, injury recovery, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,95,Vial,Recovery,90
,simple,YPB-REC-010,LL-37 (10mg),1,0,visible,Premium lyophilized LL-37 (10mg) for advanced recovery research applications.,Premium lyophilized LL-37 (10mg) for advanced recovery research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,115,Recovery,"peptides, research chemicals, recovery, ll-37, 10mg, tissue repair, healing peptides, regenerative medicine, injury recovery, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,96,Vial,Recovery,90
,simple,YPB-REC-011,Pentosan Polysulfate (100mg),1,0,visible,Premium lyophilized Pentosan Polysulfate (100mg) for advanced recovery research applications.,Premium lyophilized Pentosan Polysulfate (100mg) for advanced recovery research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,207.0,Recovery,"peptides, research chemicals, recovery, 100mg, tissue repair, healing peptides, regenerative medicine, injury recovery, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,97,Vial,Recovery,90
,simple,YPB-REC-012,Larazotide (10mg),1,0,visible,Premium lyophilized Larazotide (10mg) for advanced recovery research applications.,Premium lyophilized Larazotide (10mg) for advanced recovery research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,115,Recovery,"peptides, research chemicals, recovery, 10mg, tissue repair, healing peptides, regenerative medicine, injury recovery, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,98,Vial,Recovery,90
,simple,YPB-REC-013,Body Protective Compound 157 (2mg),1,0,visible,Premium lyophilized Body Protective Compound 157 (2mg) for advanced recovery research applications.,Premium lyophilized Body Protective Compound 157 (2mg) for advanced recovery research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,115,Recovery,"peptides, research chemicals, recovery, 2mg, tissue repair, healing peptides, regenerative medicine, injury recovery, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,99,Vial,Recovery,90
,simple,YPB-REC-014,ARA-290 (5mg),1,0,visible,Premium lyophilized ARA-290 (5mg) for advanced recovery research applications.,Premium lyophilized ARA-290 (5mg) for advanced recovery research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,115,Recovery,"peptides, research chemicals, recovery, ara-290, 5mg, tissue repair, healing peptides, regenerative medicine, injury recovery, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,100,Vial,Recovery,90
,simple,YPB-SH-001,PT-141 (10mg),1,0,visible,Premium lyophilized PT-141 (10mg) for advanced sexual health research applications.,Premium lyophilized PT-141 (10mg) for advanced sexual health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,145,Sexual Health,"peptides, research chemicals, sexual health, pt-141, 10mg, libido research, sexual function, hormone optimization, reproductive health, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,101,Vial,Sexual Health,90
,simple,YPB-SH-002,PT-141 (5mg),1,0,visible,Premium lyophilized PT-141 (5mg) for advanced sexual health research applications.,Premium lyophilized PT-141 (5mg) for advanced sexual health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,145,Sexual Health,"peptides, research chemicals, sexual health, pt-141, 5mg, libido research, sexual function, hormone optimization, reproductive health, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,102,Vial,Sexual Health,90
